        Serial no.                            Change Request #                Target Date  Ready for Promotion                                                                               Attachment                   EAP Attachment/\nEAP included? (Y/N)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Description  Version Urgency Classification           Weblogic Cluster                                                                                                                                                                  EAR file                                                                       Datasource Team   Requested by                                                                                                                                                       Remarks EAP (PROD)  VH3 CORP                 HKEC          Unnamed: 20          Unnamed: 21          Unnamed: 22          Unnamed: 23          Unnamed: 24                 HKWC          Unnamed: 26          Unnamed: 27          Unnamed: 28          Unnamed: 29          Unnamed: 30          Unnamed: 31          Unnamed: 32                  KCC          Unnamed: 34          Unnamed: 35          Unnamed: 36          Unnamed: 37          Unnamed: 38          Unnamed: 39          Unnamed: 40                  KEC          Unnamed: 42          Unnamed: 43                  KWC          Unnamed: 45          Unnamed: 46          Unnamed: 47          Unnamed: 48                 NTEC          Unnamed: 50          Unnamed: 51          Unnamed: 52          Unnamed: 53          Unnamed: 54          Unnamed: 55                 NTWC          Unnamed: 57          Unnamed: 58          Unnamed: 59          Unnamed: 60 Unnamed: 61 Unnamed: 62
182  PPM2021_07001                                   CMSBRS-22                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07001.xlsx      ..\EAP\Forms\EAP_CmstertCorpBrsmain_21_07001.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         CMSBRS-22: [CMSBRS] Deliver non-prd BRS fax to PRD Fax Service  2021-07      BW     Bi-weeking      CmstertCorpBrsmainPrd                                                                                                                                                                       NaN  CMS_BRS_MAIN_APP-CMSBRS-22.DS.xlsx, CMS_BRS_MAIN_APP-CMSBRS-22_fallback.DS.xlsx  EA1        Alan AU                                                                                                                    The promotion is for WLS 12C non-prod only        NaT  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
183  PPM2021_07002                                   CASESUM-8                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07002.xlsx                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  CASESUM-8: [CASESUM] Forwarder scripts for CaseSum WebLogic 12c migration (CaseSum-6)  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CS4      Ken LEUNG                                                                                                                Please promote after CASESUM-6 (PPM2021_01004)        NaT  NaN  NaN  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
184  PPM2021_07003                              CMSCOMUTIL-107                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07003.xlsx                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     CMSCOMUTIL-107: [CMSCOMUTIL] Update forwarder entries to migrate to call SAM AD web service on 12c  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  EA2      Ricky YAU                                                                                                                                                           NaN        NaT  NaN  NaN                 N./A                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
186  PPM2021_07005                              CMSCOMUTIL-101                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07005.xlsx                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              CMSCOMUTIL-101: [CMSCOMUTIL] Create new Toolbar Icon for On-demand Patient Label Printing  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  EA2      Ricky YAU                                                                                                                                                           NaN        NaT  NaN  NaN  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-06-02 00:00:00  2021-05-27 00:00:00  2021-06-01 00:00:00  2021-05-27 00:00:00  2021-06-02 00:00:00  2021-06-01 00:00:00  2021-05-27 00:00:00  2021-05-28 00:00:00  2021-05-28 00:00:00  2021-06-02 00:00:00  2021-05-27 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-05-29 00:00:00  2021-05-29 00:00:00  2021-05-29 00:00:00  2021-05-28 00:00:00  2021-05-28 00:00:00  2021-05-28 00:00:00  2021-05-28 00:00:00  2021-06-02 00:00:00  2021-06-02 00:00:00  2021-05-27 00:00:00  2021-06-02 00:00:00  2021-05-27 00:00:00         NaN         NaT
187  PPM2021_07006                                 NOTETEMP-11                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07006.xlsx                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            NOTETEMP-11: [NOTETEMP] Forwarder scripts for NoteTemp WebLogic 12c migration (NoteTemp-10)  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CS4      Ken LEUNG                                                                                                              Please promote after NOTETEMP-10 (PPM2021_01005)        NaT  NaN  NaN  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
188  PPM2021_07007                                 PROGNOTE-13                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07007.xlsx                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            PROGNOTE-13: [PROGNOTE] Forwarder scripts for ProgNote WebLogic 12c migration (ProgNote-10)  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CS4      Ken LEUNG                                                                                                              Please promote after PROGNOTE-10 (PPM2021_01002)        NaT  NaN  NaN  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
189  PPM2021_07008                                      GCD-79                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0182                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                GCD-79: [GCD] Update forwarder entries for GCD DataDownload Application  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CS3     David CHAN                                                                                                                                                 ALL/2021-BW07        NaT  NaN  NaN  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
190  PPM2021_07009                                     CCE-129                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0184                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 CCE-129: [CCE] Update department description for TMH and POH ANAES department in inbox  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CS4     Jacob FUNG                                                                                                                                     only affected to TMH, POH        NaT  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-06-02 00:00:00  2021-06-02 00:00:00                  NaN                  NaN                  NaN         NaN         NaT
191  PPM2021_07010                              CCM-39, CCM-40                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0193        ..\EAP\Forms\EAP_CmsmiscCorpMisch_21_07010.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                             CCM-39: [CCM] Migrate to 12c and Apply CMSAF 3.5.0 to Cancer Case Management\nCCM-40: [CCM] Show the cancer group in PSP by security right  2021-07      BW     Bi-weeking        CmsmiscCorpMischPrd                                                                                                                                               CMS_CCM_CCM_APP_2_1_0 2.1.0                                                                              NaN  CS3      Henry Lam                                                                                                                  Please promote before CCM-41 (PPM2021_07041) 2021-05-26  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
193  PPM2021_07011                                       DT-12                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0196                                                      Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       DT-12: [DT] Update CMSAF to latest version 3.7.0  2021-07      BW     Bi-weeking       CmspriCorpPascommPrd                                                                                                                                            CMS_PAS_COMMON_APP_4_1_3 4.1.3                                                                              NaN  CS2    Ranger WONG                                                                                                  [EAP 12c rollout] Please promote the change to ALL hospitals 2021-05-26  NaN  NaN  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
