       Serial no.               Change Request # Target Date  Ready for Promotion                                                                               Attachment             EAP Attachment/\nEAP included? (Y/N)                                                                                                                                                                                                                                                                                                  Description  Version Urgency Classification     Weblogic Cluster                                                                                          EAR file Datasource Team     Requested by                                                                                         Remarks EAP (PROD)  VH3                 CORP                 HKEC          Unnamed: 20          Unnamed: 21          Unnamed: 22          Unnamed: 23          Unnamed: 24                 HKWC          Unnamed: 26          Unnamed: 27          Unnamed: 28          Unnamed: 29          Unnamed: 30          Unnamed: 31          Unnamed: 32                  KCC          Unnamed: 34          Unnamed: 35          Unnamed: 36          Unnamed: 37          Unnamed: 38          Unnamed: 39          Unnamed: 40                  KEC          Unnamed: 42          Unnamed: 43                  KWC          Unnamed: 45          Unnamed: 46          Unnamed: 47          Unnamed: 48                 NTEC          Unnamed: 50          Unnamed: 51          Unnamed: 52          Unnamed: 53          Unnamed: 54          Unnamed: 55                 NTWC          Unnamed: 57          Unnamed: 58          Unnamed: 59          Unnamed: 60          Unnamed: 61 Unnamed: 62
47  PPM2021_02001      OTMS-49, OTMS-50, OTMS-51         NaN  2021-02-08 00:00:00                                                      ..\Forms\2021\BW\PPM2021_02001.xlsx                                              NaN  OTMS-49: [OTMS - Operating Theatre Management System] Increase remarks field input length in EOT booking form\nOTMS-50: [OTMS - Operating Theatre Management System] Enhancements on EOT scheduler\nOTMS-51: [OTMS - Operating Theatre Management System] Add remarks field in Current EOT status enquiry\n  2021-02      BW     Bi-weeking                  NaN                                                                                               NaN        NaN  CS1        Ivan FUNG                                               This promotion would be done by OTMS project team        NaT  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaT
48  PPM2021_02002                      NURSUM-37  16/03/2021  2021-02-08 00:00:00                                                      ..\Forms\2021\BW\PPM2021_02002.xlsx                                              NaN                                                                                                                                                                                                                   NURSUM-37: [NURSUM] Align to the change with Revamp of DCMS - Diet and Fluid Consistencies  2021-02      BW     Bi-weeking                  NaN                                                                                               NaN        NaN  CS4     Charlie Chow                                                    All hospitals / effective date is 16/03/2021        NaT  NaN                  NaN       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP       WithHold by FP                  NaN         NaT
49  PPM2021_02003                      LETTER-53         NaN  2021-02-08 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-20-0137  ..\EAP\Forms\EAP_CmsmiscCorpMisch_21_02003.xlsx                                                                                                                                                                                                                                           LETTER-53: [LETTER] Migrate to 12c and Apply CMSAF 3.5.0 to Letter  2021-02      BW     Bi-weeking  CmsmiscCorpMischPrd                                                                          CMS_CMS_LETTER_APP_5_0_0        NaN  CS3    Springo Chung                               [EAP 12c rollout] Please promote before LETTER-55 (PPM2021_02007) 2021-02-22  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaT
50  PPM2021_02004                         GCD-65         NaN  2021-02-08 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0037                                                Y                                                                                                                                                                                                                                        GCD-65: [GCD] Migrate to 12c and Apply CMSAF 3.5.0 to GCD Application  2021-02      BW     Bi-weeking     CmssecCorpGcdPrd                                                                             CMS_GCD_GCD_APP_9_0_0        NaN  CS3        Henry LAM                                  [EAP 12c rollout] Please promote before GCD-72 (PPM2021_02009) 2021-02-22  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaT
51  PPM2021_02005                         GCD-66         NaN  2021-02-08 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0036                                                Y                                                                                                                                                                                                                                 GCD-66: [GCD] Migrate to 12c and Apply CMSAF 3.5.0 to GCD External Interface  2021-02      BW     Bi-weeking     CmssecCorpGcdPrd                                                                          CMS_GCD_EXTINF_APP 3.0.0        NaN  CS3        Henry LAM                                   [EAP 12c rollout] Please promote before GCD-73(PPM2021_02008) 2021-02-22  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaT
52  PPM2021_02006  AHDOC-57, AHDOC-58, AHDOC-59          NaN  2021-02-08 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0042                                              NaN                                                                                                                                                        AHDOC-57: [AHDOC] Enhancement in ST FEES Forms\nAHDOC-58: [AHDOC] Enhancement in ST VFSS Forms\nAHDOC-59: [AHDOC] Enhancement in ST Discharge Summary  2021-02      BW     Bi-weeking                  NaN                                                                                               NaN        NaN  CS3      David CHENG                                                               Please promote before AHDOC-73(*)        NaT  NaN  2021-02-23 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaT
53  PPM2021_02007                      LETTER-55         NaN  2021-02-08 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-20-0138                                              NaN                                                                                                                                                                                                                                           LETTER-55: [LETTER] Migrate to 12c and Apply CMSAF 3.5.0 to Letter  2021-02      BW     Bi-weeking                  NaN                                                                                               NaN        NaN  CS3    Springo Chung                                                  Please promote after LETTER-53 (PPM2021_02003)        NaT  NaN                  NaN  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-09 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-15 00:00:00  2021-04-15 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-25 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00                  NaN         NaT
54  PPM2021_02008                         GCD-73         NaN  2021-02-08 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0039                                              NaN                                                                                                                                                                                                                                 GCD-73: [GCD] Migrate to 12c and Apply CMSAF 3.5.0 to GCD External Interface  2021-02      BW     Bi-weeking                  NaN                                                                                               NaN        NaN  CS3        Henry LAM                                                     Please promote after GCD-66 (PPM2021_02005)        NaT  NaN                  NaN  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-09 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-15 00:00:00  2021-04-15 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-25 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-25
55  PPM2021_02009                         GCD-72         NaN  2021-02-08 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0038                                              NaN                                                                                                                                                                                                                                        GCD-72: [GCD] Migrate to 12c and Apply CMSAF 3.5.0 to GCD Application  2021-02      BW     Bi-weeking                  NaN                                                                                               NaN        NaN  CS3        Henry LAM                                                      Please promote after GCD-65(PPM2021_02004)        NaT  NaN                  NaN  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00  2021-03-09 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-15 00:00:00  2021-04-15 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-19 00:00:00  2021-03-25 00:00:00  2021-03-25 00:00:00  2021-03-16 00:00:00  2021-03-16 00:00:00  2021-03-25 00:00:00                  NaN         NaT
56  PPM2021_02010                        DSCN-62         NaN  2021-02-08 00:00:00                                                      ..\Forms\2021\BW\PPM2021_02010.xlsx                                                Y                                                                                                                                                                                                                                                      DSCN-62: [DSCN] Update the icon of note linking feature  2021-02      BW     Bi-weeking    CmssecCorpDscnPrd                                                                     CMS_DSCN_DSCN_APP_4_3_0 4.3.0        NaN  CS4  Wing Chung TANG                                                                               [EAP 12c rollout] 2021-02-22  NaN  2021-02-23 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-15 00:00:00  2021-04-15 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaT
57  PPM2021_02011                         CNR-41         NaN  2021-02-08 00:00:00                                                      ..\Forms\2021\BW\PPM2021_02011.xlsx                                                Y                                                                                                                                                                                                                                                   CNR-41: [CNR] Update CNR frontend for note linking feature  2021-02      BW     Bi-weeking     CmssecCorpCnrPrd                                         CMS_CNR_MAIN_APP_4_1_0 4.1.0, CMS_CNR_ENQ_APP_4_2_0 4.2.0        NaN  CS4  Wing Chung TANG                                                                               [EAP 12c rollout] 2021-02-22  NaN  2021-02-23 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-15 00:00:00  2021-04-15 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaT
58  PPM2021_02012                         ICBN-7         NaN  2021-02-08 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0040   ..\EAP\Forms\EAP_CmspriCorpNdors_21_02012.xlsx                                                                                                                                                                                                                                                                       ICBN-7: [ICBN] Migrate to Weblogic 12C  2021-02      BW     Bi-weeking   CmspriCorpNdorsPrd                                                                                               NaN        NaN  CS3     Chi Chung WU                                                                              [AAT Test Failure]        NaT  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaT
