        Serial no.                 Change Request # Target\nDate  Ready for Promotion                                                                               Attachment                     EAP Attachment/\nEAP included? (Y/N)                                                                                                                                                                                                                                                                   Description  Version Urgency Classification             Weblogic Cluster                                                                                          EAR file Datasource  Team     Requested by                                                                                   Remarks EAP (PROD)  VH3 CORP HKEC Unnamed: 20 Unnamed: 21 Unnamed: 22 Unnamed: 23 Unnamed: 24 HKWC Unnamed: 26 Unnamed: 27 Unnamed: 28 Unnamed: 29 Unnamed: 30 Unnamed: 31 Unnamed: 32  KCC Unnamed: 34 Unnamed: 35 Unnamed: 36 Unnamed: 37 Unnamed: 38 Unnamed: 39 Unnamed: 40  KEC Unnamed: 42 Unnamed: 43  KWC Unnamed: 45 Unnamed: 46 Unnamed: 47 Unnamed: 48 NTEC Unnamed: 50 Unnamed: 51 Unnamed: 52 Unnamed: 53 Unnamed: 54 Unnamed: 55 NTWC Unnamed: 57 Unnamed: 58 Unnamed: 59 Unnamed: 60 Unnamed: 61 Unnamed: 62
370  PPM2021_13003                        CASESUM-9          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0543                                                        Y                                                                                                                                                                   CASESUM-9: [CASESUM] Change case summary function printing method from Jasper direct print to Jasper to PDF  2021-13      BW     Bi-weeking            CmssecCorpDscnPrd                                                                     CMS_CASE_SUMM_APP_4_0_2 4.0.2        NaN   CS4        Ken LEUNG                                                                         [EAP 12c rollout]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
371  PPM2021_13004                   CMSCOMUTIL-120          NaN  2021-09-05 00:00:00                                                      ..\Forms\2021\BW\PPM2021_13004.xlsx                                                      NaN                                                                                                                                               CMSCOMUTIL-120: [CMS - Common Utilities] Update forwarder entries to migrate to call PAS appointment services on PAS 12c domain  2021-13      BW     Bi-weeking                          NaN                                                                                               NaN        NaN   EA2        Ricky Yau                                                ALL (please follow 12c migration practice)        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
372  PPM2021_13005                        LETTER-68          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0532                                                      NaN                                                                                                                                                                             LETTER-68: [LETTER] Update the forwarder to 12C endpoint for PAS Service PAS Appointment Services  2021-13      BW     Bi-weeking                          NaN                                                                                               NaN        NaN   CS3    Springo CHUNG                                                                                       NaN        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
373  PPM2021_13006               AEIS-116, AEIS-117          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0535                                                      NaN                                                                                                                                      AEIS-116: [AEIS] Enable A&E Card New Version in NDH (Form ID 35109)\nAEIS-117: [AEIS] Enable A&E Card New Version in CMC (Form ID 12214)  2021-13      BW     Bi-weeking                          NaN                                                                                               NaN        NaN   CD2       Kenny TANG                 This promotion will be done by AEIS Support team. (For NDH and CMC only.)        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
374  PPM2021_13007                      SPECFORM-11          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0544                                                      NaN                                                                                                                                                                       SPECFORM-11: [SPECFORM] Update the forwarder to 12C endpoint for PAS Service "PASWEBS-ApptEnq-NTECFORM"  2021-13      BW     Bi-weeking                          NaN                                                                                               NaN        NaN  CSC3         Theo YAU                                                                                       NaN        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
375  PPM2021_13008                          CADOC-4  04-Oct-2021  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0529                                                        Y                                                                                                                                                                                                              CADOC-4: [CADOC] do not allow to edit old version of lung cancer  2021-13      BW     Bi-weeking          CmsmiscCorpMischPrd                                                                       CMS_CCM_CCM_APP_2_2_0 2.2.0        NaN   CS3        Henry LAM                                                             [EAP 12c rollout] 04-Oct-2021        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
376  PPM2021_13009                           PSP-56          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0557                                                        Y                                                                                                                                                                                                                                  PSP-56: [PSP] Upgrade CMSAF framework 3.10.0  2021-13      BW     Bi-weeking          CmspriCorpCommonPrd                                                                       CMS_CMS_PSP_APP_4_6_0 4.6.0        NaN   CS4       Raymond AU                            [EAP 12c rollout] Please promote before PSP-58 (PPM2021_13010)        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
377  PPM2021_13010                           PSP-58          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0558                                                      NaN                                                                                                                                                                                                                                      PSP-58: [PSP] Forwarder script of PSP-56  2021-13      BW     Bi-weeking                          NaN                                                                                               NaN        NaN   CS4       Raymond AU                                               Please promote after PSP-56 (PPM2021_13009)        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
378  PPM2021_13011  BEDMGT-16, BEDMGT-17, BEDMGT-18          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0554                                                      NaN  BEDMGT-16: [BEDMGT] To support C/R hospital to view the patient details of ‘confirmed’ cases by double clicks\nBEDMGT-17: [BEDMGT] To support C/R hospital to update the ‘confirmed’ cases detail\nBEDMGT-18: [BEDMGT] To allow C/R hospital to cancel the ‘confirmed’ cases  2021-13      BW     Bi-weeking         CmspriCorpPascommPrd                                                                CMS_BED_MANAGEMENT_APP_1_0_5 1.0.5        NaN   CS2        Noel CHAN  [EAP 12c rollout] QMH,FYK,GH, TWH, NLT (Please promote before BEDMGT-19 (PPM2021_13013))        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
379  PPM2021_13012               OPMOE-98, OPMOE-99          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0559                                                        Y                                                                                                                              OPMOE-98: [OPMOE] Hepatitis B phase II checking – Provide overriding reason\nOPMOE-99: [OPMOE]  Hepatitis B phase II checking – HBV DNA checking  2021-13      BW     Bi-weeking            CmstertCorpMoePrd  CMS_MOE_OPMOE_APP_3_0_8 3.0.8, CMS_MOE_WEBSERVICE_APP_4_0_6 4.0.6, CMS_MOE_CMSAF_APP_3_2_2 3.2.2        NaN   CS1        Sharan HO                                                                        [EAP 12c rollout]         NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
380  PPM2021_13013                        BEDMGT-19          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0555                                                      NaN                                                                                                                                                                                                                        BEDMGT-19: [BEDMGT] For implementation of PWH, SH, TPH  2021-13      BW     Bi-weeking                          NaN                                                                                               NaN        NaN   CS2        Noel CHAN         (PWH,SH,TPH) Please promote after BEDMGT-16, MEDMGT-17, MEDMGT-18 (PPM2021_13011)        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
381  PPM2021_13014               AEIS-111, AEIS-115          NaN  2021-09-05 00:00:00                                                                                Withdrawn                                                        Y                                                                 AEIS-111: [AEIS] Add circuit breaker for generating PDF in A&E Clinical Documentation Form\nAEIS-115: [AEIS] Add parameter to control auto fill of admission decision time in A&E Clinical Documentation Form  2021-13      BW     Bi-weeking            CmssecCorpAeisPrd                                                                     CMS_AEIS_AEIS_APP_8_4_0 8.4.0        NaN   CD2      Billy LEUNG                                                                  [Withdrawn by FP in PPM]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
382  PPM2021_13015                         SOMIP-50          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0552                                                        Y                                                                                                                                                                                                                                  SOMIP-50: [SOMIP] Enhancement of SOMIP 21/22  2021-13      BW     Bi-weeking          CmsmiscCorpMischPrd                                                                   CMS_SOMIP_SOMIP_APP_6_2_1 6.2.1        NaN   CS3         Rainy LI                                                                         [EAP 12c rollout]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
383  PPM2021_13016                    CORPALERT-143          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0520                                                        Y                                                                                                                                                                                            CORPALERT-143: [CORPALERT] Update HAGO Alert RESTful service to support minor mode  2021-13      BW     Bi-weeking            CmsxpoCorpHagoPrd                                                                HAGO_CAG_ALERTWEBS_APP_1_1_1 1.1.1        NaN   CS1       Ka Fu WONG                                                                         [EAP 12c rollout]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
384  PPM2021_13017                           CNR-44          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0560                                                      NaN                                                                                                                                                                                           CNR-44: [CNR] Create unique index for CNR tables to cater for ASE replication issue  2021-13      BW     Bi-weeking                          NaN                                                                                               NaN        NaN   CS4  Wing Chung TANG                                                                                       NaN        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
385  PPM2021_13018                           CNR-47          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0563                                                      NaN                                                                                                                                                                                                                                          CNR-47: [CNR] Create Orthoptist Note  2021-13      BW     Bi-weeking                          NaN                                                                                               NaN        NaN   CS4  Wing Chung TANG                                                                                       NaN        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
386  PPM2021_13019                          HAFM-74          NaN  2021-09-05 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0528                                                        Y                                                                                                                                HAFM-74: [HAFM] To get same day latest Body Weight and Body Height data from IOT device and auto fill in corresponding data field in HAFM note  2021-13      BW     Bi-weeking            CmssecCorpHafmPrd                                                                     CMS_HAFM_HAFM_APP_4_2_1 4.2.1        NaN   CS4      Kelvin CHAN                                                                         [EAP 12c rollout]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
