        Serial no. Change Request #                         Target Date  Ready for Promotion                                                                               Attachment             EAP Attachment/\nEAP included? (Y/N)                                                                                                                                                                                          Description     Version Urgency Classification      Weblogic Cluster                                                                                                                                         EAR file Datasource Team  Requested by                                                                                                                                                                                                                                                                                                                                                  Remarks EAP (PROD)  VH3                 CORP                 HKEC          Unnamed: 20          Unnamed: 21          Unnamed: 22          Unnamed: 23          Unnamed: 24                 HKWC          Unnamed: 26          Unnamed: 27          Unnamed: 28          Unnamed: 29          Unnamed: 30          Unnamed: 31          Unnamed: 32                  KCC          Unnamed: 34          Unnamed: 35          Unnamed: 36          Unnamed: 37          Unnamed: 38          Unnamed: 39          Unnamed: 40                  KEC          Unnamed: 42          Unnamed: 43                  KWC          Unnamed: 45          Unnamed: 46          Unnamed: 47          Unnamed: 48                 NTEC          Unnamed: 50          Unnamed: 51          Unnamed: 52          Unnamed: 53          Unnamed: 54          Unnamed: 55                 NTWC          Unnamed: 57          Unnamed: 58          Unnamed: 59          Unnamed: 60 Unnamed: 61
109  PPM2021_U0100          SPIO-17              on 12 April 2021 18:30  2021-04-01 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0100.xlsx                                                Y                                                                                                   SPIO-17: [CMS - Standard Patient Information Object] Show AI CXR indicator for AE discharged cases  2021-U0100     Urg         Urgent      CmsCorpCommonPrd                                                                                                                              cms-app-10.26.1.ear        NaN  EA2     Ricky Yau                                                                                                                                                                                                                                                                                                                         TMH & TSH on 12 April 2021 18:30 2021-04-12  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
110  PPM2021_U0101      ECONSENT-41            on or before 01-Apr-2021  2021-04-01 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0101.xlsx                                                Y                                                                                                              ECONSENT-41: [ECONSENT] Fix printing N/A for witness in Incorporate ICF Functionalities  2021-U0101     Urg         Urgent   CmsmiscCorpMiscaPrd                                                                                                                     CMS_ECONSENT_APP_1_1_8 1.1.8        NaN  CS1   Tin Wu Wong                                                                                                                                                                                                                                                                                                               [EAP 12c rollout] on or before 01-Apr-2021 2021-04-01  NaN                  NaN  2021-04-16 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-10 00:00:00  2021-04-16 00:00:00  2021-04-10 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-17 00:00:00  2021-04-16 00:00:00  2021-04-10 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-01 00:00:00  2021-04-01 00:00:00  2021-04-01 00:00:00  2021-04-01 00:00:00  2021-04-01 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
111  PPM2021_U0102          IMMU-78            on or before 7 Apr 00:00  2021-04-01 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0102.xlsx                                                Y                                                                                           IMMU-78: [IMMU] Print the COVID-19 vaccination record from eHS in CMS COVID-19 vaccination record printout  2021-U0102     Urg         Urgent     CmspriCorpImmuPrd                                                                                                                    CMS_IMMU_IMMU_APP_5_1_3 5.1.3        NaN  CS4       Eva LAU                                                                                                                                                                                                                                                                                                    [EAP 12c rollout] All (on or before 7 Apr 2021 00:00) 2021-04-06  NaN                  NaN  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00  2021-04-07 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-06 00:00:00  2021-04-06 00:00:00  2021-04-06 00:00:00  2021-04-06 00:00:00  2021-04-06 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
112  PPM2021_U0103         MCAF-337                 2021-04-07 18:30:00  2021-04-07 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0103.xlsx     ..\EAP\Forms\EAP_CmsCorpMobile_21_U0103.xlsx                       MCAF-337: [MCAF] To upload the below clinical suite app to Clinical Suite App Store:\n1. Clinical Pathway 1.2 (Mandatory Update On 07/04/2021 18:30)\nFor supporting MPROMIS-4  2021-U0103     Urg         Urgent      CmsCorpMobilePrd                                                                                                                                              NaN        NaN  CS5   Ares Cheung                                                                                                                                                                                                                                            Target effective date: 07 Apr 2021 18:30 (To facilitate the release of Clinical Pathway on 07 Apr 2021 18:30) 2021-04-07  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
113  PPM2021_U0104     MECONSENT-14  on or before 12/04/2021 at 18:30pm  2021-04-12 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0104.xlsx                                              NaN                                                                                                                  MECONSENT-14: [MECONSENT] Toggle service broker setting in MCAF for mobile eConsent  2021-U0104     Urg         Urgent                   NaN                                                                                                                                              NaN        NaN  CS1   Tin Wu Wong                                                                                                                                                                                                                                                                                               CORP-IMP please promote on or before 12/04/2021 at 18:30pm        NaT  NaN  2021-04-12 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
114  PPM2021_U0105        OPMOE-115            on or before 12-Apr-2021  2021-04-12 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0105.xlsx                                                Y  OPMOE-115: [OPMOE] To fix JavaScript error caused by checking against null lifestyle drug list during saving prescription of CS patient with SFI category C drug item (For CMS Promotion 2021-04)\n  2021-U0105     Urg         Urgent     CmstertCorpMoePrd                                                                                                                CMS_MOE_CMSAF_APP_3_1_2_1 3.1.2.1        NaN  CS1     Karen Lam  [EAP 12c rollout] For hospitals which have perform CMS 2021-04 bi-weekly promotion , please perform this promotion on or before 12-Apr-2021\nFor other hospitals, please perform this promotion together with CMS 2021-04 bi-weekly promotion according to your reponsible hospitals promotion schedule (Please promote after OPMOE-92 (PPM2021_04016)) 2021-04-12  NaN                  NaN  2021-04-16 00:00:00  2021-04-12 00:00:00  2021-04-12 00:00:00  2021-04-12 00:00:00  2021-04-16 00:00:00  2021-04-12 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-17 00:00:00  2021-04-16 00:00:00  2021-04-12 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
115  PPM2021_U0106   CAA-18, CAA-19               on 08 Apr 2021 23:00.  2021-04-08 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0106.xlsx  ..\EAP\Forms\EAP_CmsmiscCorpMiscj_21_U0106.xlsx                                                 CAA-18: [CAA] Retrieve COVID Mutation Test Data from LIS and Store in CAAS\nCAA-19: [CAA] Display COVID Mutation Test Result in CAAS Desktop Version  2021-U0106     Urg         Urgent   CmsmiscCorpMiscjPrd                                                                                         CMS_CAA_WEB_APP_2_1_0 2.1.0, CMS_CAA_CAA_APP_2_0_0 2.0.0        NaN  CD2    Kenny TANG                                                                                                                                                                                                                                                                                     [EAP 12c rollout] Please perform EAP promotion on 08 Apr 2021 23:00. 2021-04-08  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
116  PPM2021_U0107        NURSUM-42                                 NaN  2021-04-12 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0107.xlsx                                              NaN                                                                                    NURSUM-42: [NURSUM] Retrieve one more entity ID result to show COVID-19 information in Nursing Discharge Summary.  2021-U0107     Urg         Urgent                   NaN                                                                                                                                              NaN        NaN  CS4  Charlie Chow                                                                                                                                                                                                                                                                                                                                            All hospitals        NaT  NaN                  NaN  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-16 00:00:00  2021-04-14 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-14 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-13 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00         NaN
117  PPM2021_U0108       TELECARE-8                         13-Apr-2021  2021-04-13 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0169                                              NaN                                                                                                                              TELECARE-8: [TELECARE] Update config table to support TeleHealth in QEH  2021-U0108     Urg         Urgent                   NaN                                                                                                                                              NaN        NaN  CS3     Henry LAM                                                                                                                                                                                                                                                                                                                                          QEH/13-Apr-2021        NaT  NaN  2021-04-13 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
118  PPM2021_U0109          IMMU-79      on or before 14 Apr 2021 18:30  2021-04-13 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0109.xlsx                                              NaN                                                                                   IMMU-79 [IMMU] Handling of printing of COVID-19 vaccination record when Lot No. returned from eHS(S) is an integer  2021-U0109     Urg         Urgent        CmspriCorpImmu                                                                                                                CMS_IMMU_IMMU_APP_5_1_3_1 5.1.3.1        NaN  CS4       Eva LAU                                                                                                                                                                                                                                                                                                   [EAP 12c rollout] All (on or before 14 Apr 2021 18:30) 2021-04-14  NaN                  NaN  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00  2021-04-14 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
